"cell","year","jd_wk","obs_days"
588.1,2017,161,12
588.1,2017,168,8
588.1,2017,175,8
588.1,2017,182,6
588.1,2017,189,7
588.1,2017,196,9
588.1,2017,203,15
588.1,2017,210,3
588.1,2017,217,8
588.1,2017,224,8
588.1,2017,231,26
588.1,2017,238,11
588.1,2017,245,9
588.1,2017,252,11
588.1,2017,259,9
588.1,2017,266,15
588.1,2017,273,11
588.1,2017,280,11
588.1,2017,287,5
588.1,2017,294,7
588.1,2017,301,2
588.1,2017,308,3
588.1,2017,315,4
588.1,2017,329,2
588.1,2017,343,1
588.1,2017,350,2
588.1,2017,364,1
588.1,2018,7,1
588.1,2018,14,1
588.1,2018,35,1
588.1,2018,42,1
588.1,2018,56,1
588.1,2018,70,1
588.1,2018,77,2
588.1,2018,84,2
588.1,2018,98,1
588.1,2018,105,1
588.1,2018,112,31
588.1,2018,119,14
588.1,2018,126,6
588.1,2018,133,13
588.1,2018,140,8
588.1,2018,147,15
588.1,2018,154,26
588.1,2018,161,24
588.1,2018,168,29
588.1,2018,175,20
588.1,2018,182,18
588.1,2018,189,24
588.1,2018,196,27
588.1,2018,203,32
588.1,2018,210,34
588.1,2018,217,24
588.1,2018,224,26
588.1,2018,231,24
588.1,2018,238,30
588.1,2018,245,31
588.1,2018,252,34
588.1,2018,259,31
588.1,2018,266,23
588.1,2018,273,23
588.1,2018,280,8
588.1,2018,287,18
588.1,2018,294,18
588.1,2018,301,7
588.1,2018,308,2
589.1,2017,7,1
589.1,2017,112,4
589.1,2017,126,2
589.1,2017,133,2
589.1,2017,140,3
589.1,2017,147,1
589.1,2017,154,5
589.1,2017,161,4
589.1,2017,168,2
589.1,2017,175,11
589.1,2017,182,8
589.1,2017,189,4
589.1,2017,196,11
589.1,2017,203,7
589.1,2017,210,8
589.1,2017,217,12
589.1,2017,224,12
589.1,2017,231,33
589.1,2017,238,17
589.1,2017,245,21
589.1,2017,252,21
589.1,2017,259,5
589.1,2017,266,2
589.1,2017,273,6
589.1,2017,280,6
589.1,2017,287,7
589.1,2017,294,3
589.1,2017,301,2
589.1,2017,308,2
589.1,2017,315,2
589.1,2017,322,1
589.1,2017,357,1
589.1,2018,14,1
589.1,2018,35,1
589.1,2018,56,3
589.1,2018,63,2
589.1,2018,84,1
589.1,2018,91,1
589.1,2018,98,2
589.1,2018,105,1
589.1,2018,112,11
589.1,2018,119,6
589.1,2018,126,9
589.1,2018,133,12
589.1,2018,140,15
589.1,2018,147,13
589.1,2018,154,23
589.1,2018,161,16
589.1,2018,168,23
589.1,2018,175,29
589.1,2018,182,32
589.1,2018,189,27
589.1,2018,196,36
589.1,2018,203,19
589.1,2018,210,24
589.1,2018,217,22
589.1,2018,224,32
589.1,2018,231,35
589.1,2018,238,51
589.1,2018,245,63
589.1,2018,252,53
589.1,2018,259,36
589.1,2018,266,13
589.1,2018,273,8
589.1,2018,280,13
589.1,2018,287,14
589.1,2018,294,12
589.1,2018,301,9
589.1,2018,308,2
589.1,2018,322,5
589.1,2018,329,1
589.1,2018,343,2
589.1,2018,357,1
589.1,2018,364,1
590.1,2017,0,1
590.1,2017,14,3
590.1,2017,28,2
590.1,2017,42,1
590.1,2017,49,3
590.1,2017,63,3
590.1,2017,77,4
590.1,2017,84,2
590.1,2017,91,13
590.1,2017,98,10
590.1,2017,105,21
590.1,2017,112,15
590.1,2017,119,9
590.1,2017,126,11
590.1,2017,133,15
590.1,2017,140,17
590.1,2017,147,35
590.1,2017,154,22
590.1,2017,161,42
590.1,2017,168,43
590.1,2017,175,49
590.1,2017,182,38
590.1,2017,189,34
590.1,2017,196,43
590.1,2017,203,59
590.1,2017,210,49
590.1,2017,217,65
590.1,2017,224,48
590.1,2017,231,61
590.1,2017,238,55
590.1,2017,245,75
590.1,2017,252,66
590.1,2017,259,58
590.1,2017,266,43
590.1,2017,273,27
590.1,2017,280,32
590.1,2017,287,28
590.1,2017,294,17
590.1,2017,301,1
590.1,2017,308,3
590.1,2017,315,1
590.1,2017,322,3
590.1,2017,329,2
590.1,2017,336,5
590.1,2017,343,3
590.1,2017,350,2
590.1,2018,0,1
590.1,2018,7,2
590.1,2018,14,1
590.1,2018,21,2
590.1,2018,28,2
590.1,2018,35,1
590.1,2018,42,2
590.1,2018,49,1
590.1,2018,56,8
590.1,2018,63,6
590.1,2018,70,1
590.1,2018,77,7
590.1,2018,84,5
590.1,2018,91,1
590.1,2018,98,8
590.1,2018,105,10
590.1,2018,112,20
590.1,2018,119,49
590.1,2018,126,29
590.1,2018,133,34
590.1,2018,140,48
590.1,2018,147,63
590.1,2018,154,78
590.1,2018,161,73
590.1,2018,168,86
590.1,2018,175,87
590.1,2018,182,111
590.1,2018,189,109
590.1,2018,196,92
590.1,2018,203,114
590.1,2018,210,119
590.1,2018,217,137
590.1,2018,224,131
590.1,2018,231,108
590.1,2018,238,121
590.1,2018,245,98
590.1,2018,252,149
590.1,2018,259,88
590.1,2018,266,70
590.1,2018,273,66
590.1,2018,280,46
590.1,2018,287,35
590.1,2018,294,21
590.1,2018,301,33
590.1,2018,308,12
590.1,2018,315,3
590.1,2018,322,6
590.1,2018,329,5
590.1,2018,336,4
590.1,2018,343,3
590.1,2018,350,1
590.1,2018,357,7
591.1,2017,7,1
591.1,2017,14,1
591.1,2017,49,3
591.1,2017,77,2
591.1,2017,91,3
591.1,2017,98,6
591.1,2017,105,10
591.1,2017,112,7
591.1,2017,119,2
591.1,2017,126,6
591.1,2017,133,7
591.1,2017,140,12
591.1,2017,147,20
591.1,2017,154,17
591.1,2017,161,17
591.1,2017,168,26
591.1,2017,175,23
591.1,2017,182,37
591.1,2017,189,21
591.1,2017,196,44
591.1,2017,203,30
591.1,2017,210,37
591.1,2017,217,53
591.1,2017,224,54
591.1,2017,231,44
591.1,2017,238,40
591.1,2017,245,49
591.1,2017,252,54
591.1,2017,259,50
591.1,2017,266,29
591.1,2017,273,33
591.1,2017,280,29
591.1,2017,287,37
591.1,2017,294,16
591.1,2017,301,3
591.1,2017,308,7
591.1,2017,315,1
591.1,2017,322,5
591.1,2017,329,3
591.1,2017,336,6
591.1,2017,343,3
591.1,2017,357,2
591.1,2017,364,1
591.1,2018,21,1
591.1,2018,35,2
591.1,2018,42,3
591.1,2018,49,7
591.1,2018,56,5
591.1,2018,63,3
591.1,2018,70,3
591.1,2018,77,2
591.1,2018,84,4
591.1,2018,91,2
591.1,2018,98,2
591.1,2018,105,2
591.1,2018,112,19
591.1,2018,119,22
591.1,2018,126,24
591.1,2018,133,43
591.1,2018,140,65
591.1,2018,147,71
591.1,2018,154,62
591.1,2018,161,75
591.1,2018,168,58
591.1,2018,175,72
591.1,2018,182,78
591.1,2018,189,98
591.1,2018,196,68
591.1,2018,203,107
591.1,2018,210,118
591.1,2018,217,109
591.1,2018,224,97
591.1,2018,231,94
591.1,2018,238,77
591.1,2018,245,82
591.1,2018,252,79
591.1,2018,259,63
591.1,2018,266,72
591.1,2018,273,68
591.1,2018,280,44
591.1,2018,287,23
591.1,2018,294,27
591.1,2018,301,24
591.1,2018,308,5
591.1,2018,315,3
591.1,2018,322,4
591.1,2018,329,3
591.1,2018,336,7
591.1,2018,343,3
591.1,2018,350,3
591.1,2018,364,1
592.1,2017,14,1
592.1,2017,21,1
592.1,2017,98,2
592.1,2017,105,5
592.1,2017,112,4
592.1,2017,119,1
592.1,2017,126,3
592.1,2017,133,1
592.1,2017,140,5
592.1,2017,147,21
592.1,2017,154,4
592.1,2017,161,9
592.1,2017,168,6
592.1,2017,175,12
592.1,2017,182,12
592.1,2017,189,8
592.1,2017,196,6
592.1,2017,203,17
592.1,2017,210,33
592.1,2017,217,25
592.1,2017,224,17
592.1,2017,231,20
592.1,2017,238,21
592.1,2017,245,15
592.1,2017,252,14
592.1,2017,259,21
592.1,2017,266,9
592.1,2017,273,11
592.1,2017,280,18
592.1,2017,287,9
592.1,2017,294,6
592.1,2017,301,3
592.1,2017,308,1
592.1,2017,315,1
592.1,2017,322,1
592.1,2017,350,1
592.1,2017,357,1
592.1,2018,14,1
592.1,2018,42,1
592.1,2018,49,1
592.1,2018,56,1
592.1,2018,63,3
592.1,2018,70,2
592.1,2018,77,1
592.1,2018,84,2
592.1,2018,91,4
592.1,2018,98,5
592.1,2018,105,3
592.1,2018,112,12
592.1,2018,119,21
592.1,2018,126,14
592.1,2018,133,17
592.1,2018,140,22
592.1,2018,147,25
592.1,2018,154,42
592.1,2018,161,49
592.1,2018,168,50
592.1,2018,175,60
592.1,2018,182,65
592.1,2018,189,67
592.1,2018,196,70
592.1,2018,203,62
592.1,2018,210,81
592.1,2018,217,51
592.1,2018,224,70
592.1,2018,231,59
592.1,2018,238,82
592.1,2018,245,75
592.1,2018,252,49
592.1,2018,259,39
592.1,2018,266,39
592.1,2018,273,31
592.1,2018,280,40
592.1,2018,287,21
592.1,2018,294,6
592.1,2018,301,13
592.1,2018,308,3
592.1,2018,315,11
592.1,2018,322,2
592.1,2018,329,3
592.1,2018,336,9
592.1,2018,350,1
592.1,2018,357,5
592.1,2018,364,1
593.1,2017,0,4
593.1,2017,7,2
593.1,2017,14,3
593.1,2017,28,2
593.1,2017,35,2
593.1,2017,42,4
593.1,2017,49,2
593.1,2017,56,4
593.1,2017,63,2
593.1,2017,70,1
593.1,2017,77,3
593.1,2017,84,4
593.1,2017,91,9
593.1,2017,98,26
593.1,2017,105,17
593.1,2017,112,40
593.1,2017,119,13
593.1,2017,126,25
593.1,2017,133,37
593.1,2017,140,52
593.1,2017,147,81
593.1,2017,154,90
593.1,2017,161,110
593.1,2017,168,95
593.1,2017,175,124
593.1,2017,182,150
593.1,2017,189,110
593.1,2017,196,179
593.1,2017,203,164
593.1,2017,210,143
593.1,2017,217,142
593.1,2017,224,162
593.1,2017,231,157
593.1,2017,238,144
593.1,2017,245,149
593.1,2017,252,205
593.1,2017,259,203
593.1,2017,266,148
593.1,2017,273,106
593.1,2017,280,113
593.1,2017,287,71
593.1,2017,294,69
593.1,2017,301,14
593.1,2017,308,16
593.1,2017,315,4
593.1,2017,322,4
593.1,2017,329,7
593.1,2017,336,10
593.1,2017,343,6
593.1,2017,350,2
593.1,2017,357,3
593.1,2017,364,2
593.1,2018,0,2
593.1,2018,7,3
593.1,2018,14,5
593.1,2018,21,5
593.1,2018,28,5
593.1,2018,35,2
593.1,2018,42,5
593.1,2018,49,14
593.1,2018,56,18
593.1,2018,63,10
593.1,2018,70,11
593.1,2018,77,15
593.1,2018,84,14
593.1,2018,91,9
593.1,2018,98,17
593.1,2018,105,22
593.1,2018,112,77
593.1,2018,119,139
593.1,2018,126,105
593.1,2018,133,134
593.1,2018,140,174
593.1,2018,147,209
593.1,2018,154,197
593.1,2018,161,216
593.1,2018,168,239
593.1,2018,175,229
593.1,2018,182,246
593.1,2018,189,269
593.1,2018,196,287
593.1,2018,203,276
593.1,2018,210,339
593.1,2018,217,338
593.1,2018,224,364
593.1,2018,231,339
593.1,2018,238,346
593.1,2018,245,309
593.1,2018,252,344
593.1,2018,259,308
593.1,2018,266,230
593.1,2018,273,131
593.1,2018,280,214
593.1,2018,287,92
593.1,2018,294,58
593.1,2018,301,34
593.1,2018,308,37
593.1,2018,315,16
593.1,2018,322,14
593.1,2018,329,8
593.1,2018,336,12
593.1,2018,343,11
593.1,2018,350,10
593.1,2018,357,10
593.1,2018,364,7
594.1,2017,14,2
594.1,2017,21,1
594.1,2017,28,3
594.1,2017,35,1
594.1,2017,49,2
594.1,2017,56,1
594.1,2017,91,3
594.1,2017,98,8
594.1,2017,105,9
594.1,2017,112,14
594.1,2017,119,4
594.1,2017,126,11
594.1,2017,133,13
594.1,2017,140,11
594.1,2017,147,24
594.1,2017,154,20
594.1,2017,161,39
594.1,2017,168,32
594.1,2017,175,19
594.1,2017,182,35
594.1,2017,189,35
594.1,2017,196,45
594.1,2017,203,37
594.1,2017,210,52
594.1,2017,217,56
594.1,2017,224,48
594.1,2017,231,67
594.1,2017,238,47
594.1,2017,245,38
594.1,2017,252,51
594.1,2017,259,51
594.1,2017,266,32
594.1,2017,273,18
594.1,2017,280,22
594.1,2017,287,28
594.1,2017,294,29
594.1,2017,301,7
594.1,2017,308,7
594.1,2017,315,2
594.1,2017,322,3
594.1,2017,329,3
594.1,2017,336,1
594.1,2017,350,1
594.1,2017,357,2
594.1,2017,364,1
594.1,2018,7,3
594.1,2018,14,2
594.1,2018,21,1
594.1,2018,28,4
594.1,2018,35,1
594.1,2018,42,1
594.1,2018,49,4
594.1,2018,56,1
594.1,2018,63,4
594.1,2018,70,3
594.1,2018,77,3
594.1,2018,84,6
594.1,2018,91,2
594.1,2018,98,10
594.1,2018,105,4
594.1,2018,112,20
594.1,2018,119,38
594.1,2018,126,26
594.1,2018,133,34
594.1,2018,140,60
594.1,2018,147,66
594.1,2018,154,68
594.1,2018,161,68
594.1,2018,168,81
594.1,2018,175,74
594.1,2018,182,81
594.1,2018,189,80
594.1,2018,196,86
594.1,2018,203,98
594.1,2018,210,108
594.1,2018,217,98
594.1,2018,224,98
594.1,2018,231,101
594.1,2018,238,93
594.1,2018,245,81
594.1,2018,252,71
594.1,2018,259,68
594.1,2018,266,59
594.1,2018,273,50
594.1,2018,280,60
594.1,2018,287,35
594.1,2018,294,10
594.1,2018,301,16
594.1,2018,308,19
594.1,2018,315,5
594.1,2018,322,5
594.1,2018,329,2
594.1,2018,336,5
594.1,2018,343,2
594.1,2018,350,1
594.1,2018,357,2
595.1,2017,0,3
595.1,2017,7,4
595.1,2017,14,2
595.1,2017,21,4
595.1,2017,28,3
595.1,2017,35,1
595.1,2017,42,1
595.1,2017,49,7
595.1,2017,56,7
595.1,2017,63,6
595.1,2017,70,2
595.1,2017,77,5
595.1,2017,84,11
595.1,2017,91,14
595.1,2017,98,44
595.1,2017,105,90
595.1,2017,112,68
595.1,2017,119,60
595.1,2017,126,40
595.1,2017,133,34
595.1,2017,140,42
595.1,2017,147,74
595.1,2017,154,76
595.1,2017,161,120
595.1,2017,168,87
595.1,2017,175,81
595.1,2017,182,83
595.1,2017,189,92
595.1,2017,196,141
595.1,2017,203,117
595.1,2017,210,153
595.1,2017,217,138
595.1,2017,224,112
595.1,2017,231,135
595.1,2017,238,120
595.1,2017,245,111
595.1,2017,252,154
595.1,2017,259,141
595.1,2017,266,181
595.1,2017,273,115
595.1,2017,280,90
595.1,2017,287,110
595.1,2017,294,54
595.1,2017,301,50
595.1,2017,308,20
595.1,2017,315,11
595.1,2017,322,12
595.1,2017,329,17
595.1,2017,336,9
595.1,2017,343,4
595.1,2017,350,6
595.1,2017,357,10
595.1,2017,364,2
595.1,2018,0,4
595.1,2018,7,7
595.1,2018,14,8
595.1,2018,21,6
595.1,2018,28,10
595.1,2018,35,7
595.1,2018,42,4
595.1,2018,49,14
595.1,2018,56,18
595.1,2018,63,9
595.1,2018,70,8
595.1,2018,77,13
595.1,2018,84,32
595.1,2018,91,27
595.1,2018,98,56
595.1,2018,105,49
595.1,2018,112,379
595.1,2018,119,268
595.1,2018,126,132
595.1,2018,133,123
595.1,2018,140,197
595.1,2018,147,182
595.1,2018,154,182
595.1,2018,161,206
595.1,2018,168,210
595.1,2018,175,213
595.1,2018,182,258
595.1,2018,189,278
595.1,2018,196,289
595.1,2018,203,277
595.1,2018,210,292
595.1,2018,217,255
595.1,2018,224,254
595.1,2018,231,309
595.1,2018,238,316
595.1,2018,245,289
595.1,2018,252,326
595.1,2018,259,323
595.1,2018,266,249
595.1,2018,273,196
595.1,2018,280,187
595.1,2018,287,128
595.1,2018,294,36
595.1,2018,301,79
595.1,2018,308,68
595.1,2018,315,25
595.1,2018,322,18
595.1,2018,329,34
595.1,2018,336,19
595.1,2018,343,12
595.1,2018,350,15
595.1,2018,357,17
595.1,2018,364,7
615.1,2017,98,1
615.1,2017,105,2
615.1,2017,112,2
615.1,2017,119,1
615.1,2017,126,2
615.1,2017,133,1
615.1,2017,147,1
615.1,2017,154,3
615.1,2017,161,2
615.1,2017,168,1
615.1,2017,175,1
615.1,2017,189,9
615.1,2017,196,3
615.1,2017,203,3
615.1,2017,210,4
615.1,2017,217,5
615.1,2017,224,5
615.1,2017,231,5
615.1,2017,238,15
615.1,2017,245,5
615.1,2017,252,9
615.1,2017,259,8
615.1,2017,266,6
615.1,2017,273,6
615.1,2017,280,7
615.1,2017,287,4
615.1,2017,301,1
615.1,2017,315,2
615.1,2017,322,1
615.1,2018,21,3
615.1,2018,35,1
615.1,2018,56,1
615.1,2018,63,1
615.1,2018,70,1
615.1,2018,91,1
615.1,2018,105,2
615.1,2018,112,2
615.1,2018,119,4
615.1,2018,126,5
615.1,2018,140,10
615.1,2018,147,13
615.1,2018,154,13
615.1,2018,161,15
615.1,2018,168,9
615.1,2018,175,10
615.1,2018,182,7
615.1,2018,196,8
615.1,2018,203,10
615.1,2018,210,12
615.1,2018,217,7
615.1,2018,224,10
615.1,2018,231,13
615.1,2018,238,6
615.1,2018,245,7
615.1,2018,252,16
615.1,2018,259,7
615.1,2018,266,14
615.1,2018,273,8
615.1,2018,280,11
615.1,2018,287,4
615.1,2018,294,5
615.1,2018,301,3
615.1,2018,308,1
615.1,2018,322,2
615.1,2018,343,1
615.1,2018,350,1
616.1,2017,21,2
616.1,2017,49,2
616.1,2017,77,2
616.1,2017,91,1
616.1,2017,98,3
616.1,2017,105,1
616.1,2017,112,4
616.1,2017,119,1
616.1,2017,126,3
616.1,2017,133,5
616.1,2017,140,5
616.1,2017,147,4
616.1,2017,154,9
616.1,2017,161,11
616.1,2017,168,12
616.1,2017,175,24
616.1,2017,182,15
616.1,2017,189,9
616.1,2017,196,9
616.1,2017,203,6
616.1,2017,210,18
616.1,2017,217,17
616.1,2017,224,19
616.1,2017,231,42
616.1,2017,238,29
616.1,2017,245,17
616.1,2017,252,18
616.1,2017,259,21
616.1,2017,266,20
616.1,2017,273,14
616.1,2017,280,15
616.1,2017,287,13
616.1,2017,294,6
616.1,2017,301,3
616.1,2017,308,5
616.1,2017,315,7
616.1,2017,322,2
616.1,2017,329,1
616.1,2017,336,1
616.1,2018,28,1
616.1,2018,56,1
616.1,2018,77,1
616.1,2018,84,1
616.1,2018,91,2
616.1,2018,98,2
616.1,2018,112,22
616.1,2018,119,19
616.1,2018,126,20
616.1,2018,133,18
616.1,2018,140,21
616.1,2018,147,19
616.1,2018,154,34
616.1,2018,161,26
616.1,2018,168,38
616.1,2018,175,37
616.1,2018,182,38
616.1,2018,189,42
616.1,2018,196,53
616.1,2018,203,38
616.1,2018,210,41
616.1,2018,217,29
616.1,2018,224,39
616.1,2018,231,24
616.1,2018,238,49
616.1,2018,245,26
616.1,2018,252,52
616.1,2018,259,45
616.1,2018,266,45
616.1,2018,273,30
616.1,2018,280,19
616.1,2018,287,31
616.1,2018,294,16
616.1,2018,301,12
616.1,2018,308,2
616.1,2018,315,4
616.1,2018,322,10
616.1,2018,329,1
616.1,2018,336,2
616.1,2018,343,2
616.1,2018,350,1
616.1,2018,357,1
617.1,2017,21,1
617.1,2017,28,1
617.1,2017,49,1
617.1,2017,63,4
617.1,2017,70,3
617.1,2017,77,5
617.1,2017,84,2
617.1,2017,91,6
617.1,2017,98,10
617.1,2017,105,6
617.1,2017,112,8
617.1,2017,119,4
617.1,2017,126,7
617.1,2017,133,7
617.1,2017,140,15
617.1,2017,147,12
617.1,2017,154,14
617.1,2017,161,12
617.1,2017,168,22
617.1,2017,175,11
617.1,2017,182,14
617.1,2017,189,12
617.1,2017,196,16
617.1,2017,203,13
617.1,2017,210,18
617.1,2017,217,19
617.1,2017,224,18
617.1,2017,231,24
617.1,2017,238,22
617.1,2017,245,30
617.1,2017,252,23
617.1,2017,259,38
617.1,2017,266,45
617.1,2017,273,51
617.1,2017,280,14
617.1,2017,287,14
617.1,2017,294,8
617.1,2017,301,5
617.1,2017,308,4
617.1,2017,315,2
617.1,2017,322,4
617.1,2017,329,3
617.1,2017,336,3
617.1,2018,7,1
617.1,2018,14,1
617.1,2018,21,3
617.1,2018,49,3
617.1,2018,56,3
617.1,2018,63,2
617.1,2018,70,3
617.1,2018,77,1
617.1,2018,84,2
617.1,2018,91,4
617.1,2018,98,13
617.1,2018,105,5
617.1,2018,112,29
617.1,2018,119,20
617.1,2018,126,23
617.1,2018,133,19
617.1,2018,140,24
617.1,2018,147,25
617.1,2018,154,32
617.1,2018,161,36
617.1,2018,168,25
617.1,2018,175,38
617.1,2018,182,36
617.1,2018,189,38
617.1,2018,196,40
617.1,2018,203,42
617.1,2018,210,30
617.1,2018,217,43
617.1,2018,224,38
617.1,2018,231,41
617.1,2018,238,42
617.1,2018,245,35
617.1,2018,252,37
617.1,2018,259,33
617.1,2018,266,47
617.1,2018,273,72
617.1,2018,280,20
617.1,2018,287,54
617.1,2018,294,16
617.1,2018,301,8
617.1,2018,308,9
617.1,2018,315,3
617.1,2018,322,7
617.1,2018,329,5
617.1,2018,336,3
617.1,2018,343,1
617.1,2018,350,2
617.1,2018,357,4
618.1,2017,0,1
618.1,2017,7,1
618.1,2017,14,2
618.1,2017,21,4
618.1,2017,28,2
618.1,2017,35,5
618.1,2017,42,6
618.1,2017,49,11
618.1,2017,63,6
618.1,2017,70,1
618.1,2017,77,6
618.1,2017,84,7
618.1,2017,91,18
618.1,2017,98,31
618.1,2017,105,71
618.1,2017,112,19
618.1,2017,119,9
618.1,2017,126,17
618.1,2017,133,22
618.1,2017,140,22
618.1,2017,147,36
618.1,2017,154,40
618.1,2017,161,39
618.1,2017,168,53
618.1,2017,175,66
618.1,2017,182,63
618.1,2017,189,66
618.1,2017,196,75
618.1,2017,203,73
618.1,2017,210,73
618.1,2017,217,79
618.1,2017,224,67
618.1,2017,231,88
618.1,2017,238,134
618.1,2017,245,137
618.1,2017,252,90
618.1,2017,259,89
618.1,2017,266,58
618.1,2017,273,76
618.1,2017,280,41
618.1,2017,287,43
618.1,2017,294,15
618.1,2017,301,8
618.1,2017,308,5
618.1,2017,315,4
618.1,2017,322,10
618.1,2017,329,10
618.1,2017,336,3
618.1,2017,343,3
618.1,2017,350,7
618.1,2017,357,3
618.1,2018,0,5
618.1,2018,7,4
618.1,2018,21,2
618.1,2018,28,8
618.1,2018,35,4
618.1,2018,42,3
618.1,2018,49,5
618.1,2018,56,9
618.1,2018,63,4
618.1,2018,70,3
618.1,2018,77,4
618.1,2018,84,12
618.1,2018,91,7
618.1,2018,98,10
618.1,2018,105,8
618.1,2018,112,76
618.1,2018,119,112
618.1,2018,126,60
618.1,2018,133,50
618.1,2018,140,71
618.1,2018,147,107
618.1,2018,154,78
618.1,2018,161,114
618.1,2018,168,122
618.1,2018,175,121
618.1,2018,182,150
618.1,2018,189,159
618.1,2018,196,134
618.1,2018,203,166
618.1,2018,210,132
618.1,2018,217,167
618.1,2018,224,179
618.1,2018,231,205
618.1,2018,238,182
618.1,2018,245,153
618.1,2018,252,174
618.1,2018,259,151
618.1,2018,266,137
618.1,2018,273,98
618.1,2018,280,75
618.1,2018,287,103
618.1,2018,294,48
618.1,2018,301,58
618.1,2018,308,26
618.1,2018,315,8
618.1,2018,322,11
618.1,2018,329,4
618.1,2018,336,8
618.1,2018,343,6
618.1,2018,350,3
618.1,2018,357,5
618.1,2018,364,2
619.1,2017,0,2
619.1,2017,7,2
619.1,2017,14,2
619.1,2017,28,2
619.1,2017,49,5
619.1,2017,63,3
619.1,2017,70,1
619.1,2017,77,4
619.1,2017,84,2
619.1,2017,91,4
619.1,2017,98,14
619.1,2017,105,12
619.1,2017,112,6
619.1,2017,119,6
619.1,2017,126,18
619.1,2017,133,25
619.1,2017,140,28
619.1,2017,147,34
619.1,2017,154,29
619.1,2017,161,27
619.1,2017,168,29
619.1,2017,175,33
619.1,2017,182,49
619.1,2017,189,50
619.1,2017,196,53
619.1,2017,203,58
619.1,2017,210,51
619.1,2017,217,75
619.1,2017,224,62
619.1,2017,231,71
619.1,2017,238,73
619.1,2017,245,73
619.1,2017,252,88
619.1,2017,259,91
619.1,2017,266,61
619.1,2017,273,54
619.1,2017,280,41
619.1,2017,287,39
619.1,2017,294,26
619.1,2017,301,11
619.1,2017,308,11
619.1,2017,315,3
619.1,2017,322,4
619.1,2017,329,4
619.1,2017,336,3
619.1,2017,343,1
619.1,2017,350,5
619.1,2017,357,2
619.1,2018,0,1
619.1,2018,7,3
619.1,2018,14,5
619.1,2018,21,7
619.1,2018,28,2
619.1,2018,35,3
619.1,2018,42,6
619.1,2018,49,7
619.1,2018,56,4
619.1,2018,63,2
619.1,2018,70,1
619.1,2018,77,6
619.1,2018,84,5
619.1,2018,91,10
619.1,2018,98,18
619.1,2018,105,15
619.1,2018,112,29
619.1,2018,119,60
619.1,2018,126,47
619.1,2018,133,70
619.1,2018,140,60
619.1,2018,147,63
619.1,2018,154,70
619.1,2018,161,79
619.1,2018,168,96
619.1,2018,175,109
619.1,2018,182,107
619.1,2018,189,121
619.1,2018,196,122
619.1,2018,203,158
619.1,2018,210,130
619.1,2018,217,108
619.1,2018,224,117
619.1,2018,231,142
619.1,2018,238,150
619.1,2018,245,120
619.1,2018,252,139
619.1,2018,259,113
619.1,2018,266,78
619.1,2018,273,73
619.1,2018,280,72
619.1,2018,287,35
619.1,2018,294,24
619.1,2018,301,21
619.1,2018,308,20
619.1,2018,315,9
619.1,2018,322,14
619.1,2018,329,9
619.1,2018,336,11
619.1,2018,343,11
619.1,2018,350,9
619.1,2018,357,6
620.1,2017,14,3
620.1,2017,21,3
620.1,2017,42,2
620.1,2017,49,4
620.1,2017,56,3
620.1,2017,63,1
620.1,2017,70,2
620.1,2017,77,4
620.1,2017,84,9
620.1,2017,91,8
620.1,2017,98,28
620.1,2017,105,34
620.1,2017,112,35
620.1,2017,119,17
620.1,2017,126,41
620.1,2017,133,56
620.1,2017,140,58
620.1,2017,147,92
620.1,2017,154,90
620.1,2017,161,91
620.1,2017,168,127
620.1,2017,175,97
620.1,2017,182,133
620.1,2017,189,134
620.1,2017,196,159
620.1,2017,203,143
620.1,2017,210,106
620.1,2017,217,149
620.1,2017,224,131
620.1,2017,231,144
620.1,2017,238,151
620.1,2017,245,137
620.1,2017,252,175
620.1,2017,259,155
620.1,2017,266,131
620.1,2017,273,90
620.1,2017,280,79
620.1,2017,287,75
620.1,2017,294,72
620.1,2017,301,10
620.1,2017,308,22
620.1,2017,315,8
620.1,2017,322,3
620.1,2017,329,9
620.1,2017,336,5
620.1,2017,343,5
620.1,2017,350,4
620.1,2017,357,4
620.1,2017,364,2
620.1,2018,7,6
620.1,2018,14,6
620.1,2018,21,6
620.1,2018,28,11
620.1,2018,35,5
620.1,2018,42,3
620.1,2018,49,9
620.1,2018,56,14
620.1,2018,63,5
620.1,2018,70,8
620.1,2018,77,16
620.1,2018,84,29
620.1,2018,91,10
620.1,2018,98,43
620.1,2018,105,30
620.1,2018,112,159
620.1,2018,119,181
620.1,2018,126,158
620.1,2018,133,155
620.1,2018,140,162
620.1,2018,147,177
620.1,2018,154,173
620.1,2018,161,186
620.1,2018,168,205
620.1,2018,175,226
620.1,2018,182,231
620.1,2018,189,267
620.1,2018,196,269
620.1,2018,203,253
620.1,2018,210,275
620.1,2018,217,241
620.1,2018,224,284
620.1,2018,231,260
620.1,2018,238,283
620.1,2018,245,267
620.1,2018,252,257
620.1,2018,259,203
620.1,2018,266,179
620.1,2018,273,167
620.1,2018,280,143
620.1,2018,287,87
620.1,2018,294,49
620.1,2018,301,67
620.1,2018,308,73
620.1,2018,315,13
620.1,2018,322,11
620.1,2018,329,13
620.1,2018,336,24
620.1,2018,343,11
620.1,2018,350,12
620.1,2018,357,14
621.1,2017,7,1
621.1,2017,14,1
621.1,2017,21,1
621.1,2017,28,1
621.1,2017,49,3
621.1,2017,56,1
621.1,2017,63,1
621.1,2017,70,1
621.1,2017,77,2
621.1,2017,84,6
